common_material_id,common_code,common_description,material_family,material_type,material_grade,nominal_size,pressure_rating,standard_spec,unit_of_measure,consolidated_attributes,cpse_coverage,member_count,governance_status,group_confidence,group_identity_hash,approved_by,approved_at,approval_rationale
CMM-ELECTR-06EE71-001,CMM-ELECTR-06EE71-001,ELECTRICAL | COPPER WOUND | 11 KV | IS 12615,ELECTRICAL,,COPPER WOUND,11 KV,,IS 12615,MTR,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""ELECTRICAL"", ""material_grade"": ""COPPER WOUND"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""11 KV"", ""specification"": ""IS 12615"", ""standard"": ""IS 12615"", ""unit"": ""MTR""}",SAIL,1,STANDALONE_CANDIDATE,1.0,06ee713a87b880d484862d84ae69d9590d554ab3601630bfde5d6c6d0ebc505e,,,
CMM-ELECTR-079AD5-001,CMM-ELECTR-079AD5-001,ELECTRICAL | COPPER WOUND | 6.6 KV | IS 12615,ELECTRICAL,,COPPER WOUND,6.6 KV,,IS 12615,MTR,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""ELECTRICAL"", ""material_grade"": ""COPPER WOUND"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""6.6 KV"", ""specification"": ""IS 12615"", ""standard"": ""IS 12615"", ""unit"": ""MTR""}",NTPC,1,STANDALONE_CANDIDATE,1.0,079ad563afbb9940e48c64cdd28e6ac5de443a644ce3329fe5736c1419921812,,,
CMM-ELECTR-07DFFB-001,CMM-ELECTR-07DFFB-001,ELECTRICAL | XLPE INSULATED | 4C X 25 SQ MM | IEC 60502,ELECTRICAL,,XLPE INSULATED,4C X 25 SQ MM,,IEC 60502,MTR,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""XLPE"", ""material_family"": ""ELECTRICAL"", ""material_grade"": ""XLPE INSULATED"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""4C X 25 SQ MM"", ""specification"": ""IEC 60502"", ""standard"": ""IEC 60502"", ""unit"": ""MTR""}",NTPC;SAIL,2,VERIFIED_HARMONIZED,1.0,07dffbe315e0504038222bdc34f5f8dcf1543c0ef23d4203554751a5899cc196,,,
CMM-ELECTR-097381-001,CMM-ELECTR-097381-001,ELECTRICAL | COPPER | 11 KV | IS 12066,ELECTRICAL,,COPPER,11 KV,,IS 12066,MTR,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""ELECTRICAL"", ""material_grade"": ""COPPER"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""11 KV"", ""specification"": ""IS 12066"", ""standard"": ""IS 12066"", ""unit"": ""MTR""}",BHEL,1,STANDALONE_CANDIDATE,1.0,097381f21642c4cbe68695810677b2e3188d3fde1281e0709119d9695e4b0464,,,
CMM-ELECTR-0CDB57-001,CMM-ELECTR-0CDB57-001,ELECTRICAL | XLPE INSULATED | 1C X 300 SQ MM | IS 7098,ELECTRICAL,,XLPE INSULATED,1C X 300 SQ MM,,IS 7098,MTR,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""XLPE"", ""material_family"": ""ELECTRICAL"", ""material_grade"": ""XLPE INSULATED"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""1C X 300 SQ MM"", ""specification"": ""IS 7098"", ""standard"": ""IS 7098"", ""unit"": ""MTR""}",BHEL;Coal India;HPCL;NMDC,4,VERIFIED_HARMONIZED,1.0,0cdb578cb911e723cd48e1d912cada4da028627bf291154da53323b42970f4fe,,,
CMM-ELECTR-0F8E4F-001,CMM-ELECTR-0F8E4F-001,ELECTRICAL | COPPER WOUND | 6.6 KV | IS 12615,ELECTRICAL,,COPPER WOUND,6.6 KV,,IS 12615,MTR,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""ELECTRICAL"", ""material_grade"": ""COPPER WOUND"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""6.6 KV"", ""specification"": ""IS 12615"", ""standard"": ""IS 12615"", ""unit"": ""MTR""}",NTPC,1,STANDALONE_CANDIDATE,1.0,0f8e4fa7e451e9c2635294f03636d274a4d28a2e4f8a2f002d30772cf2579d9d,,,
CMM-ELECTR-11038D-001,CMM-ELECTR-11038D-001,ELECTRICAL | COPPER | 11 KV | IS 12066,ELECTRICAL,,COPPER,11 KV,,IS 12066,MTR,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""ELECTRICAL"", ""material_grade"": ""COPPER"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""11 KV"", ""specification"": ""IS 12066"", ""standard"": ""IS 12066"", ""unit"": ""MTR""}",BHEL,1,STANDALONE_CANDIDATE,1.0,11038d0d9755ed6a20209ee9e1c66836c84ae4fe27ab7abbeb3581e14eb2f913,,,
CMM-ELECTR-134D89-001,CMM-ELECTR-134D89-001,ELECTRICAL | COPPER WOUND | 6.6 KV | IS 12615,ELECTRICAL,,COPPER WOUND,6.6 KV,,IS 12615,MTR,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""ELECTRICAL"", ""material_grade"": ""COPPER WOUND"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""6.6 KV"", ""specification"": ""IS 12615"", ""standard"": ""IS 12615"", ""unit"": ""MTR""}",NTPC,1,STANDALONE_CANDIDATE,1.0,134d8919465a5bb83591ca42aa1e134c404050920d26ac236409c7fea1080c5e,,,
CMM-ELECTR-1415A1-001,CMM-ELECTR-1415A1-001,ELECTRICAL | COPPER WOUND | 6.6 KV | IS 12615,ELECTRICAL,,COPPER WOUND,6.6 KV,,IS 12615,MTR,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""ELECTRICAL"", ""material_grade"": ""COPPER WOUND"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""6.6 KV"", ""specification"": ""IS 12615"", ""standard"": ""IS 12615"", ""unit"": ""MTR""}",NTPC,1,STANDALONE_CANDIDATE,1.0,1415a133dcfe6ccdd3cef53c9664ccc22eba9eaa1f749b20666db8bc8120e051,,,
CMM-ELECTR-1643F5-001,CMM-ELECTR-1643F5-001,ELECTRICAL | ALUMINIUM | 4C X 25 SQ MM | IEC 60502,ELECTRICAL,,ALUMINIUM,4C X 25 SQ MM,,IEC 60502,MTR,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""ELECTRICAL"", ""material_grade"": ""ALUMINIUM"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""4C X 25 SQ MM"", ""specification"": ""IEC 60502"", ""standard"": ""IEC 60502"", ""unit"": ""MTR""}",Coal India;HPCL;NMDC;SAIL,5,AMBIGUOUS_REVIEW_REQUIRED,1.0,1643f5c8ab67a93dcc0cc5866c2eb87baec5a56d7cc46ce74c5fe8b342c3a6f7,,,
CMM-ELECTR-16A521-001,CMM-ELECTR-16A521-001,ELECTRICAL | COPPER WOUND | 6.6 KV | IS 12615,ELECTRICAL,,COPPER WOUND,6.6 KV,,IS 12615,MTR,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""ELECTRICAL"", ""material_grade"": ""COPPER WOUND"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""6.6 KV"", ""specification"": ""IS 12615"", ""standard"": ""IS 12615"", ""unit"": ""MTR""}",NTPC,1,STANDALONE_CANDIDATE,1.0,16a521a5bebc9dc4d2d4dccdeefee931fa0f1fe9e21a7870388d964d7bb7d61d,,,
CMM-ELECTR-1729E4-001,CMM-ELECTR-1729E4-001,ELECTRICAL | COPPER WOUND | 6.6 KV | IS 12615,ELECTRICAL,,COPPER WOUND,6.6 KV,,IS 12615,MTR,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""ELECTRICAL"", ""material_grade"": ""COPPER WOUND"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""6.6 KV"", ""specification"": ""IS 12615"", ""standard"": ""IS 12615"", ""unit"": ""MTR""}",NTPC,1,STANDALONE_CANDIDATE,1.0,1729e4c66be6a635287342a99a6bdf7d5639676d95c81c0df02c351595762b40,,,
CMM-ELECTR-175B83-001,CMM-ELECTR-175B83-001,ELECTRICAL | COPPER WOUND | 11 KV | IS 12615,ELECTRICAL,,COPPER WOUND,11 KV,,IS 12615,MTR,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""ELECTRICAL"", ""material_grade"": ""COPPER WOUND"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""11 KV"", ""specification"": ""IS 12615"", ""standard"": ""IS 12615"", ""unit"": ""MTR""}",SAIL,1,STANDALONE_CANDIDATE,1.0,175b83c6f8d56e107ab8bdc4cf2c40329a0508dc37fcf0bc3d756a50ca72aa79,,,
CMM-ELECTR-19262A-001,CMM-ELECTR-19262A-001,ELECTRICAL | ALUMINIUM | 4C X 25 SQ MM | IS 2026,ELECTRICAL,,ALUMINIUM,4C X 25 SQ MM,,IS 2026,MTR,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""ELECTRICAL"", ""material_grade"": ""ALUMINIUM"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""4C X 25 SQ MM"", ""specification"": ""IS 2026"", ""standard"": ""IS 2026"", ""unit"": ""MTR""}",BHEL;HPCL;NTPC;ONGC;SAIL,5,VERIFIED_HARMONIZED,1.0,19262aeda6660cce98fcb872ef71fa763d2311a3693dcd4ed440af82805671fb,,,
CMM-ELECTR-1AC0A4-001,CMM-ELECTR-1AC0A4-001,ELECTRICAL | XLPE INSULATED | 4C X 25 SQ MM | IS 7098,ELECTRICAL,,XLPE INSULATED,4C X 25 SQ MM,,IS 7098,MTR,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""XLPE"", ""material_family"": ""ELECTRICAL"", ""material_grade"": ""XLPE INSULATED"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""4C X 25 SQ MM"", ""specification"": ""IS 7098"", ""standard"": ""IS 7098"", ""unit"": ""MTR""}",Coal India;ONGC,2,VERIFIED_HARMONIZED,1.0,1ac0a4c58dc0210b345f8d18a375234d221ca75d951e14510414023e2b9e2f16,,,
CMM-ELECTR-1B15DC-001,CMM-ELECTR-1B15DC-001,ELECTRICAL | COPPER WOUND | 11 KV | IS 12615,ELECTRICAL,,COPPER WOUND,11 KV,,IS 12615,MTR,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""ELECTRICAL"", ""material_grade"": ""COPPER WOUND"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""11 KV"", ""specification"": ""IS 12615"", ""standard"": ""IS 12615"", ""unit"": ""MTR""}",SAIL,1,STANDALONE_CANDIDATE,1.0,1b15dc14e2536a1b93beec696fcbf08cf404577128eb584cfce548c5eee072d8,,,
CMM-ELECTR-1B3CEC-001,CMM-ELECTR-1B3CEC-001,ELECTRICAL | ALUMINIUM | 415V 100A | IS 13947,ELECTRICAL,,ALUMINIUM,415V 100A,,IS 13947,MTR,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""ELECTRICAL"", ""material_grade"": ""ALUMINIUM"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""415V 100A"", ""specification"": ""IS 13947"", ""standard"": ""IS 13947"", ""unit"": ""MTR""}",BHEL;NTPC,2,VERIFIED_HARMONIZED,1.0,1b3cecb893c846041d0207f2514a35da8c74abb2ae0d9e77357c9a20b9e72364,,,
CMM-ELECTR-1B4C8C-001,CMM-ELECTR-1B4C8C-001,ELECTRICAL | COPPER WOUND | 6.6 KV | IS 12615,ELECTRICAL,,COPPER WOUND,6.6 KV,,IS 12615,MTR,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""ELECTRICAL"", ""material_grade"": ""COPPER WOUND"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""6.6 KV"", ""specification"": ""IS 12615"", ""standard"": ""IS 12615"", ""unit"": ""MTR""}",NTPC,1,STANDALONE_CANDIDATE,1.0,1b4c8cb6362a155ec6f7c2fe73dc24403b065202edcd7854da57d86b9bdb5416,,,
CMM-ELECTR-1C59B4-001,CMM-ELECTR-1C59B4-001,ELECTRICAL | XLPE INSULATED | 415V 100A | IS 13947,ELECTRICAL,,XLPE INSULATED,415V 100A,,IS 13947,MTR,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""XLPE"", ""material_family"": ""ELECTRICAL"", ""material_grade"": ""XLPE INSULATED"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""415V 100A"", ""specification"": ""IS 13947"", ""standard"": ""IS 13947"", ""unit"": ""MTR""}",NMDC;ONGC,2,VERIFIED_HARMONIZED,1.0,1c59b4e88e260a14e2597a94b861f3cad4aaf69c3ed672faef62599d81324500,,,
CMM-ELECTR-1CBE78-001,CMM-ELECTR-1CBE78-001,ELECTRICAL | COPPER WOUND | 11 KV | IS 12615,ELECTRICAL,,COPPER WOUND,11 KV,,IS 12615,MTR,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""ELECTRICAL"", ""material_grade"": ""COPPER WOUND"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""11 KV"", ""specification"": ""IS 12615"", ""standard"": ""IS 12615"", ""unit"": ""MTR""}",SAIL,1,STANDALONE_CANDIDATE,1.0,1cbe7826d0ad3d41d15ed888fff95ec62e19b69cb412d0a225f0ee89c45f6f87,,,
CMM-ELECTR-1E23AC-001,CMM-ELECTR-1E23AC-001,ELECTRICAL | COPPER WOUND | 6.6 KV | IS 12615,ELECTRICAL,,COPPER WOUND,6.6 KV,,IS 12615,MTR,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""ELECTRICAL"", ""material_grade"": ""COPPER WOUND"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""6.6 KV"", ""specification"": ""IS 12615"", ""standard"": ""IS 12615"", ""unit"": ""MTR""}",NTPC,1,STANDALONE_CANDIDATE,1.0,1e23ac7d7770a6c6a4a146dc8d920170e3b6dd4b1a75bbce401871da3d37980d,,,
CMM-ELECTR-1E911F-001,CMM-ELECTR-1E911F-001,ELECTRICAL | COPPER | 11 KV | IS 12066,ELECTRICAL,,COPPER,11 KV,,IS 12066,MTR,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""ELECTRICAL"", ""material_grade"": ""COPPER"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""11 KV"", ""specification"": ""IS 12066"", ""standard"": ""IS 12066"", ""unit"": ""MTR""}",BHEL,1,STANDALONE_CANDIDATE,1.0,1e911f03c1d99a539462a45508f888d3f81cb8c5b404a1c1273850e34af0adac,,,
CMM-ELECTR-2093AE-001,CMM-ELECTR-2093AE-001,ELECTRICAL | COPPER WOUND | 6.6 KV | IS 12615,ELECTRICAL,,COPPER WOUND,6.6 KV,,IS 12615,MTR,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""ELECTRICAL"", ""material_grade"": ""COPPER WOUND"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""6.6 KV"", ""specification"": ""IS 12615"", ""standard"": ""IS 12615"", ""unit"": ""MTR""}",NTPC,1,STANDALONE_CANDIDATE,1.0,2093ae7d5fbd75abc3a1e7ed09b89c14a3e8d0846a4efa3b9fc95e16079bdaf6,,,
CMM-ELECTR-219D3D-001,CMM-ELECTR-219D3D-001,ELECTRICAL | COPPER | 11 KV | IS 12066,ELECTRICAL,,COPPER,11 KV,,IS 12066,MTR,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""ELECTRICAL"", ""material_grade"": ""COPPER"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""11 KV"", ""specification"": ""IS 12066"", ""standard"": ""IS 12066"", ""unit"": ""MTR""}",BHEL,1,STANDALONE_CANDIDATE,1.0,219d3df31ba809b9d183fd268f100323e039951df88f223caa7df0d16e6f9673,,,
CMM-ELECTR-23E752-001,CMM-ELECTR-23E752-001,ELECTRICAL | COPPER | 11 KV | IS 12066,ELECTRICAL,,COPPER,11 KV,,IS 12066,MTR,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""ELECTRICAL"", ""material_grade"": ""COPPER"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""11 KV"", ""specification"": ""IS 12066"", ""standard"": ""IS 12066"", ""unit"": ""MTR""}",BHEL,1,STANDALONE_CANDIDATE,1.0,23e752c2b0d4e59c7fe54327b53964f59c391133840cfa58b0197a1ab518dbdb,,,
CMM-ELECTR-240377-001,CMM-ELECTR-240377-001,ELECTRICAL | COPPER | 4C X 25 SQ MM | IS 7098,ELECTRICAL,,COPPER,4C X 25 SQ MM,,IS 7098,MTR,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""ELECTRICAL"", ""material_grade"": ""COPPER"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""4C X 25 SQ MM"", ""specification"": ""IS 7098"", ""standard"": ""IS 7098"", ""unit"": ""MTR""}",Coal India;HPCL;ONGC,4,AMBIGUOUS_REVIEW_REQUIRED,1.0,24037749331ccf19c09a49ff75531e4ae7e25a01e1d3b639392dca6f9bc8d160,,,
CMM-ELECTR-253FB4-001,CMM-ELECTR-253FB4-001,ELECTRICAL | ALUMINIUM | 1C X 300 SQ MM | IS 13947,ELECTRICAL,,ALUMINIUM,1C X 300 SQ MM,,IS 13947,MTR,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""ELECTRICAL"", ""material_grade"": ""ALUMINIUM"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""1C X 300 SQ MM"", ""specification"": ""IS 13947"", ""standard"": ""IS 13947"", ""unit"": ""MTR""}",IOCL;NMDC,2,VERIFIED_HARMONIZED,1.0,253fb4ad74c75a4767c531bab5cce23b375d2b69012b3ff9690bf4c237cc43f2,,,
CMM-ELECTR-2624B2-001,CMM-ELECTR-2624B2-001,ELECTRICAL | COPPER | 11 KV | IS 12066,ELECTRICAL,,COPPER,11 KV,,IS 12066,MTR,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""ELECTRICAL"", ""material_grade"": ""COPPER"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""11 KV"", ""specification"": ""IS 12066"", ""standard"": ""IS 12066"", ""unit"": ""MTR""}",BHEL,1,STANDALONE_CANDIDATE,1.0,2624b2ed078cab3eb716b078e202b1674172064bb8f397401e8ff1bacc1357e5,,,
CMM-ELECTR-266707-001,CMM-ELECTR-266707-001,ELECTRICAL | CABLE | COPPER | 3C X 95 SQ MM | IS 2026,ELECTRICAL,CABLE,COPPER,3C X 95 SQ MM,,IS 2026,MTR,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""XLPE"", ""material_family"": ""ELECTRICAL"", ""material_grade"": ""COPPER"", ""material_subtype"": """", ""material_type"": ""CABLE"", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""3C X 95 SQ MM"", ""specification"": ""IS 2026"", ""standard"": ""IS 2026"", ""unit"": ""MTR""}",BHEL;HPCL;NTPC;ONGC;SAIL,5,VERIFIED_HARMONIZED,1.0,26670724650869b220efe57de50fc002300c75c4338e5d95f36ebcb6ff9c0b43,,,
CMM-ELECTR-27E90F-001,CMM-ELECTR-27E90F-001,ELECTRICAL | COPPER WOUND | 11 KV | IS 12615,ELECTRICAL,,COPPER WOUND,11 KV,,IS 12615,MTR,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""ELECTRICAL"", ""material_grade"": ""COPPER WOUND"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""11 KV"", ""specification"": ""IS 12615"", ""standard"": ""IS 12615"", ""unit"": ""MTR""}",SAIL,1,STANDALONE_CANDIDATE,1.0,27e90f3040e726a6cbbc17e51e33f1a35ae5d203948dcd80b20c1016285c2227,,,
CMM-ELECTR-292F7A-001,CMM-ELECTR-292F7A-001,ELECTRICAL | COPPER WOUND | 11 KV | IS 12615,ELECTRICAL,,COPPER WOUND,11 KV,,IS 12615,MTR,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""ELECTRICAL"", ""material_grade"": ""COPPER WOUND"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""11 KV"", ""specification"": ""IS 12615"", ""standard"": ""IS 12615"", ""unit"": ""MTR""}",SAIL,1,STANDALONE_CANDIDATE,1.0,292f7a6de29f57ddd49376aed67bbdaacebe54fc1540ddf35d31f154eb3a3eda,,,
